trade_id,policy,setup,entry_time,entry_price,initial_stop,exit_time,hold_minutes,gross_R,friction_R,net_R,mfe_R,mae_R,time_to_mfe_minutes,time_to_1r_minutes,time_to_2r_minutes,time_to_3r_minutes,exit_reason,stop_distance,entry_hour,trend_regime,volatility_regime,session,higher_timeframe_bias,regime_asof_timestamp,feature_source,classifier_version
ASIAN_LONDON_2026-05-27_2026-05-27 10:15:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-05-27T10:15:00+00:00,1.16371,1.1648798099874955,2026-05-27T10:59:00+00:00,44.0,-0.11967755575395789,0.12822595259349975,-0.24790350834745764,0.14532274627263603,-0.5300006040531878,38.0,,,,SESSION_EXIT_FULL_POSITION,0.001169809987495496,10,RANGE,LOW,ASIAN_LONDON,BEARISH,2026-05-27T10:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-27_2026-05-27 12:45:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-05-27T12:45:00+00:00,1.16432,1.1655985771718675,2026-05-27T14:15:00+00:00,90.0,-0.3597749202169916,0.11731790876643455,-0.47709282898342614,0.5631259620789281,-0.8994373005426527,80.0,,,,TIME_STOP,0.0012785771718675232,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-27T12:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-27_2026-05-27 13:00:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-05-27T13:00:00+00:00,1.16447,1.1662069645167341,2026-05-27T14:30:00+00:00,90.0,-0.20725811985900422,0.08635754994121866,-0.2936156698002229,0.5008737896590258,-0.4030018997257705,65.0,,,,TIME_STOP,0.0017369645167342185,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-27T13:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-27_2026-05-27 13:15:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-05-27T13:15:00+00:00,1.16408,1.1662091813369675,2026-05-27T14:45:00+00:00,90.0,-0.3475514213617504,0.07044961243819618,-0.4180010337999466,0.22543875980224465,-0.5119338503842421,50.0,,,,TIME_STOP,0.0021291813369674895,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-27T13:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-01_2026-06-01 07:30:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-01T07:30:00+00:00,1.1653,1.1659312089432707,2026-06-01T08:25:00+00:00,55.0,-1.0,0.23763921851731926,-1.2376392185173193,0.3010096767884657,-0.9188716449336739,17.0,,,,SL,0.0006312089432707335,7,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-01T07:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-01_2026-06-01 09:00:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-01T09:00:00+00:00,1.16515,1.1656517581694623,2026-06-01T09:01:00+00:00,1.0,-1.0,0.2989487947166115,-1.2989487947166114,0.0,0.0,,,,,SL,0.0005017581694624074,9,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-06-01T09:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-02_2026-06-02 12:30:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-02T12:30:00+00:00,1.16505,1.1655657157205748,2026-06-02T14:00:00+00:00,90.0,1.493070638105905,0.290857916514161,1.202212721591744,2.2105201655074658,-0.8531832217748643,83.0,60.0,82.0,,TIME_STOP,0.0005157157205748497,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-02T12:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-02_2026-06-02 13:15:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-02T13:15:00+00:00,1.16451,1.1655676550430403,2026-06-02T14:45:00+00:00,90.0,-0.09454878569153186,0.1418231785373134,-0.23637196422884527,0.8982134640696576,-0.4349244141812145,46.0,,,,TIME_STOP,0.0010576550430403397,13,RANGE,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-02T13:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-04_2026-06-04 08:30:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-04T08:30:00+00:00,1.1607,1.16144651932735,2026-06-04T09:00:00+00:00,30.0,-1.0,0.20093250704236423,-1.2009325070423642,0.12055950422561346,-0.8707075305169644,10.0,,,,SL,0.000746519327349926,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-04T08:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-08_2026-06-08 08:45:00+00:00_S2_BREAKOUT_CONTINUATION,90,S2_BREAKOUT_CONTINUATION,2026-06-08T08:45:00+00:00,1.15077,1.1514416166836998,2026-06-08T08:46:00+00:00,1.0,-1.0,0.22334168230260712,-1.223341682302607,0.0,0.0,,,,,SL,0.0006716166836997495,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-08T08:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-10_2026-06-10 07:15:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-10T07:15:00+00:00,1.1553,1.1559149624605383,2026-06-10T08:45:00+00:00,90.0,0.5203569657243875,0.24391732768323196,0.27643963804115557,0.8943635348385991,-0.8455800693019943,50.0,,,,TIME_STOP,0.0006149624605382709,7,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-06-10T07:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-10_2026-06-10 08:00:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-10T08:00:00+00:00,1.15487,1.1559121933403071,2026-06-10T09:30:00+00:00,90.0,-0.3262350533729424,0.14392722942923636,-0.47016228280217875,0.11514178354350423,-0.7100409985175304,5.0,,,,TIME_STOP,0.0010421933403070849,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-10T08:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-10_2026-06-10 08:30:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-10T08:30:00+00:00,1.15498,1.155910044257714,2026-06-10T10:00:00+00:00,90.0,-0.8171654130397031,0.1612826473104478,-0.978448060350151,0.21504352974724003,-0.999952413324881,17.0,,,,TIME_STOP,0.0009300442577140355,8,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-06-10T08:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-10_2026-06-10 12:45:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-10T12:45:00+00:00,1.1548,1.1565672120288129,2026-06-10T13:35:00+00:00,50.0,-1.0,0.08487945846586875,-1.0848794584658688,0.062244936208334586,-0.9166981514313569,23.0,,,,SL,0.0017672120288128035,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-10T12:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-12_2026-06-12 08:15:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-12T08:15:00+00:00,1.15754,1.158636167699635,2026-06-12T09:26:00+00:00,71.0,-1.0,0.13684037583842276,-1.1368403758384227,0.574729578521292,-0.8940237888110112,2.0,,,,SL,0.0010961676996350533,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-12T08:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-12_2026-06-12 10:30:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-12T10:30:00+00:00,1.15755,1.1590356721230193,2026-06-12T10:59:00+00:00,29.0,0.1346192049383923,0.10096440370380534,0.03365480123458696,0.2827003303707135,-0.23558360864211178,28.0,,,,SESSION_EXIT_FULL_POSITION,0.0014856721230191994,10,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-12T10:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-15_2026-06-15 12:45:00+00:00_S1_SWEEP_REVERSAL,90,S1_SWEEP_REVERSAL,2026-06-15T12:45:00+00:00,1.16148,1.1620197203749296,2026-06-15T14:15:00+00:00,90.0,0.37056225647601854,0.27792169235704456,0.09264056411897398,0.6114277231858009,-0.9634618668374837,18.0,,,,TIME_STOP,0.0005397203749295532,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-15T12:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-15_2026-06-15 14:15:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-15T14:15:00+00:00,1.16118,1.1621102202139937,2026-06-15T14:59:00+00:00,44.0,0.49450656208090166,0.16125213980894515,0.33325442227195645,0.731009700467233,-0.3010039943098546,28.0,,,,SESSION_EXIT_FULL_POSITION,0.0009302202139935822,14,RANGE,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-15T14:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-15_2026-06-15 14:30:00+00:00_S3_PULLBACK_CONTINUATION,90,S3_PULLBACK_CONTINUATION,2026-06-15T14:30:00+00:00,1.16062,1.1621134901987082,2026-06-15T14:59:00+00:00,29.0,-0.06695725227154518,0.10043587840732883,-0.167393130678874,0.08034870272579474,-0.3749606127207719,13.0,,,,SESSION_EXIT_FULL_POSITION,0.0014934901987082583,14,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-15T14:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-18_2026-05-18 14:30:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-05-18T14:30:00+00:00,1.16422,1.164835942697063,2026-05-18T14:59:00+00:00,29.0,0.1298822120654383,0.24352914762245323,-0.11364693555701494,0.22729387111433674,-0.7792932723919087,6.0,,,,SESSION_EXIT_FULL_POSITION,0.0006159426970628878,14,TREND,HIGH,LONDON_NEWYORK,BEARISH,2026-05-18T14:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-19_2026-05-19 13:15:00+00:00_S2_BREAKOUT_CONTINUATION,120,S2_BREAKOUT_CONTINUATION,2026-05-19T13:15:00+00:00,1.16051,1.161175703007752,2026-05-19T13:16:00+00:00,1.0,-1.0,0.2253257056874333,-1.2253257056874334,0.0,0.0,,,,,SL,0.0006657030077521497,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-19T13:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-21_2026-05-21 13:15:00+00:00_S2_BREAKOUT_CONTINUATION,120,S2_BREAKOUT_CONTINUATION,2026-05-21T13:15:00+00:00,1.15887,1.1594380200998575,2026-05-21T13:16:00+00:00,1.0,-1.0,0.2640751621952142,-1.2640751621952142,0.0,0.0,,,,,SL,0.000568020099857458,13,RANGE,HIGH,LONDON_NEWYORK,BEARISH,2026-05-21T13:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-22_2026-05-22 13:00:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-05-22T13:00:00+00:00,1.16123,1.1619161602923016,2026-05-22T14:59:00+00:00,119.0,2.2006519714727864,0.2186078117357217,1.9820441597370646,3.5851681124656998,-0.8161358304801967,78.0,2.0,61.0,62.0,SESSION_EXIT_FULL_POSITION,0.0006861602923016186,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-22T13:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-22_2026-05-22 13:30:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-22T13:30:00+00:00,1.16037,1.1619202810683622,2026-05-22T14:59:00+00:00,89.0,0.41927880902684905,0.09675664823699236,0.3225221607898567,1.0320709145278049,-0.4708823547534398,48.0,48.0,,,SESSION_EXIT_FULL_POSITION,0.0015502810683623025,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-22T13:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-22_2026-05-22 13:45:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-22T13:45:00+00:00,1.16033,1.1619201181349077,2026-05-22T14:59:00+00:00,74.0,0.3836192963332503,0.0943326138524387,0.28928668248081163,0.9810591840653661,-0.1257768184699044,33.0,,,,SESSION_EXIT_FULL_POSITION,0.0015901181349076143,13,RANGE,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-22T13:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-25_2026-05-25 14:45:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-05-25T14:45:00+00:00,1.16414,1.164662590148532,2026-05-25T14:59:00+00:00,14.0,0.0,0.28703181723072263,-0.28703181723072263,0.2487609082665564,-0.8419599972101119,13.0,,,,SESSION_EXIT_FULL_POSITION,0.000522590148531954,14,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-25T14:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-05-26_2026-05-26 07:30:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-05-26T07:30:00+00:00,1.16351,1.1640621822729404,2026-05-26T08:19:00+00:00,49.0,-1.0,0.27164943054263724,-1.2716494305426371,0.5070789370130278,-0.9779379499534667,4.0,,,,SL,0.0005521822729404047,7,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-05-26T07:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-05-26_2026-05-26 08:45:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-26T08:45:00+00:00,1.16358,1.1642440825003475,2026-05-26T09:34:00+00:00,49.0,-1.0,0.2258755499829038,-1.2258755499829037,0.5571596899578014,-0.9787940499259757,21.0,,,,SL,0.0006640825003474404,8,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-05-26T08:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-05-26_2026-05-26 09:00:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-26T09:00:00+00:00,1.16374,1.164246648036037,2026-05-26T09:34:00+00:00,34.0,-1.0,0.29606351812456366,-1.2960635181245637,1.046091097373299,-0.9671408258737748,6.0,6.0,,,SL,0.0005066480360369496,9,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-05-26T09:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-05-27_2026-05-27 07:00:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-05-27T07:00:00+00:00,1.1644,1.1649010974394687,2026-05-27T09:00:00+00:00,120.0,-0.05986859568029313,0.2993429784017202,-0.3592115740820133,1.2572405092874852,-0.8581165380847924,61.0,61.0,,,TIME_STOP,0.0005010974394685785,7,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-05-27T07:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-05-27_2026-05-27 07:45:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-27T07:45:00+00:00,1.16399,1.1649482511204492,2026-05-27T09:45:00+00:00,120.0,-0.4069914364588522,0.1565351678688333,-0.5635266043276855,0.22958491287440258,-0.7096260943387255,16.0,,,,TIME_STOP,0.0009582511204491162,7,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-05-27T07:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-05-27_2026-05-27 10:15:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-27T10:15:00+00:00,1.16371,1.1648798099874955,2026-05-27T10:59:00+00:00,44.0,-0.11967755575395789,0.12822595259349975,-0.24790350834745764,0.14532274627263603,-0.5300006040531878,38.0,,,,SESSION_EXIT_FULL_POSITION,0.001169809987495496,10,RANGE,LOW,ASIAN_LONDON,BEARISH,2026-05-27T10:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-27_2026-05-27 12:45:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-05-27T12:45:00+00:00,1.16432,1.1655985771718675,2026-05-27T14:45:00+00:00,120.0,-0.3910596958880721,0.11731790876643455,-0.5083776046545067,0.5631259620789281,-0.8994373005426527,80.0,,,,TIME_STOP,0.0012785771718675232,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-27T12:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-27_2026-05-27 13:00:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-27T13:00:00+00:00,1.16447,1.1662069645167341,2026-05-27T14:59:00+00:00,119.0,1.1456768292201307,0.08635754994121866,1.0593192792789121,1.17446267920047,-0.4030018997257705,119.0,118.0,,,SESSION_EXIT_FULL_POSITION,0.0017369645167342185,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-27T13:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-05-27_2026-05-27 13:15:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-05-27T13:15:00+00:00,1.16408,1.1662091813369675,2026-05-27T14:59:00+00:00,104.0,0.751462532674114,0.07044961243819618,0.6810129202359179,0.7749457368201247,-0.5119338503842421,104.0,,,,SESSION_EXIT_FULL_POSITION,0.0021291813369674895,13,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-05-27T13:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-01_2026-06-01 07:30:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-06-01T07:30:00+00:00,1.1653,1.1659312089432707,2026-06-01T08:25:00+00:00,55.0,-1.0,0.23763921851731926,-1.2376392185173193,0.3010096767884657,-0.9188716449336739,17.0,,,,SL,0.0006312089432707335,7,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-01T07:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-01_2026-06-01 09:00:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-06-01T09:00:00+00:00,1.16515,1.1656517581694623,2026-06-01T09:01:00+00:00,1.0,-1.0,0.2989487947166115,-1.2989487947166114,0.0,0.0,,,,,SL,0.0005017581694624074,9,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-06-01T09:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-02_2026-06-02 12:30:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-06-02T12:30:00+00:00,1.16505,1.1655657157205748,2026-06-02T14:30:00+00:00,120.0,2.1911296377397282,0.290857916514161,1.9002717212255673,2.889188637373982,-0.8531832217748643,91.0,60.0,82.0,,TIME_STOP,0.0005157157205748497,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-02T12:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-02_2026-06-02 13:15:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-06-02T13:15:00+00:00,1.16451,1.1655676550430403,2026-06-02T14:59:00+00:00,104.0,0.19855244995227989,0.1418231785373134,0.056729271414966476,0.8982134640696576,-0.4349244141812145,46.0,,,,SESSION_EXIT_FULL_POSITION,0.0010576550430403397,13,RANGE,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-02T13:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-04_2026-06-04 08:30:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-06-04T08:30:00+00:00,1.1607,1.16144651932735,2026-06-04T09:00:00+00:00,30.0,-1.0,0.20093250704236423,-1.2009325070423642,0.12055950422561346,-0.8707075305169644,10.0,,,,SL,0.000746519327349926,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-04T08:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-08_2026-06-08 08:45:00+00:00_S2_BREAKOUT_CONTINUATION,120,S2_BREAKOUT_CONTINUATION,2026-06-08T08:45:00+00:00,1.15077,1.1514416166836998,2026-06-08T08:46:00+00:00,1.0,-1.0,0.22334168230260712,-1.223341682302607,0.0,0.0,,,,,SL,0.0006716166836997495,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-08T08:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-10_2026-06-10 07:15:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-06-10T07:15:00+00:00,1.1553,1.1559149624605383,2026-06-10T09:15:00+00:00,120.0,0.42279003465081655,0.24391732768323196,0.1788727069675846,0.8943635348385991,-0.8455800693019943,50.0,,,,TIME_STOP,0.0006149624605382709,7,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-06-10T07:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-10_2026-06-10 08:00:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-06-10T08:00:00+00:00,1.15487,1.1559121933403071,2026-06-10T10:00:00+00:00,120.0,-0.8347779306895002,0.14392722942923636,-0.9787051601187367,0.11514178354350423,-0.9978954573759714,5.0,,,,TIME_STOP,0.0010421933403070849,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-10T08:00:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-10_2026-06-10 08:30:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-06-10T08:30:00+00:00,1.15498,1.155910044257714,2026-06-10T10:30:00+00:00,120.0,-0.6021218832924631,0.1612826473104478,-0.7634045306029109,0.21504352974724003,-0.999952413324881,17.0,,,,TIME_STOP,0.0009300442577140355,8,RANGE,NORMAL,ASIAN_LONDON,BEARISH,2026-06-10T08:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
LONDON_NEWYORK_2026-06-10_2026-06-10 12:45:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-06-10T12:45:00+00:00,1.1548,1.1565672120288129,2026-06-10T13:35:00+00:00,50.0,-1.0,0.08487945846586875,-1.0848794584658688,0.062244936208334586,-0.9166981514313569,23.0,,,,SL,0.0017672120288128035,12,TREND,NORMAL,LONDON_NEWYORK,BEARISH,2026-06-10T12:45:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-12_2026-06-12 08:15:00+00:00_S1_SWEEP_REVERSAL,120,S1_SWEEP_REVERSAL,2026-06-12T08:15:00+00:00,1.15754,1.158636167699635,2026-06-12T09:26:00+00:00,71.0,-1.0,0.13684037583842276,-1.1368403758384227,0.574729578521292,-0.8940237888110112,2.0,,,,SL,0.0010961676996350533,8,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-12T08:15:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
ASIAN_LONDON_2026-06-12_2026-06-12 10:30:00+00:00_S3_PULLBACK_CONTINUATION,120,S3_PULLBACK_CONTINUATION,2026-06-12T10:30:00+00:00,1.15755,1.1590356721230193,2026-06-12T10:59:00+00:00,29.0,0.1346192049383923,0.10096440370380534,0.03365480123458696,0.2827003303707135,-0.23558360864211178,28.0,,,,SESSION_EXIT_FULL_POSITION,0.0014856721230191994,10,TREND,NORMAL,ASIAN_LONDON,BEARISH,2026-06-12T10:30:00+00:00,M1_PRE_ENTRY_60M_AND_CANONICAL_BIAS_GATE,AG_GEN001_REGIME_V1
